Product Title,Price,Rating,Reviews,Product URL
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),Rs. 699,3.9 out of 5 stars,"13,323","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDYwMjYzNTcwMjM0MDA2OjE2NjcwNTUzMjY6c3BfYnRmOjIwMDM1MTgyOTQ3Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055326%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26psc%3D1
"
Cosmus Sliden 38L Laptop Backpack With 2 Compartments,"Rs. 1,563",4.0 out of 5 stars,89,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDYwMjYzNTcwMjM0MDA2OjE2NjcwNTUzMjY6c3BfYnRmOjIwMDkwNjQ0OTY5NDA2OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FCosmus-Sliden-Laptop-Backpack-Compartments%2Fdp%2FB09FLVC7N6%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055326%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26psc%3D1
"
HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),Rs. 841,4.1 out of 5 stars,"6,281","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfYXRmX25leHQ6MjAwNDY0Njc3NDk1OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FHEROZ-Backpack-Resistant-Notebook-Airforce%2Fdp%2FB07MCRHSVP%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26psc%3D1
"
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"Rs. 1,358",4.2 out of 5 stars,"1,268","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfYXRmX25leHQ6MjAwNDE2OTU2NzYzMDY6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB08D7DTWLF%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26psc%3D1
"
Dybbuk Laptop Bag/College Bag/School Bag/Office Bag/Waterproof Bag/Travel Bag/Casual Backpack/Trending Backpack,Rs. 499,5.0 out of 5 stars,2,"https://www.amazon.in/Dybbuk-College-Waterproof-Backpack-Trending/dp/B0BFJBYF49/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-83
"
Diving Deep Backpack for Women Stylish | Women Backpack Latest | School Bag for Girls (Blue),Rs. 399,3.6 out of 5 stars,"1,894","https://www.amazon.in/Diving-Deep-Backpack-Bag-Blue/dp/B088NB4YKB/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-84
"
Wooum 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack,Rs. 421,4.0 out of 5 stars,288,"https://www.amazon.in/Backpack-Student-Business-backUnisex-Black-GreenZip/dp/B08R7PGL6W/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-85
"
Dybbuk Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office,Rs. 449,2.5 out of 5 stars,2,"https://www.amazon.in/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BCGWRTHT/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-86
"
ESBEDA Off white Colour Drymilk Croco Acrylic Handle Handbag for Women,Rs. 740,4.5 out of 5 stars,2,"https://www.amazon.in/ESBEDA-Colour-Drymilk-Acrylic-Handbag/dp/B0B56GP7BH/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-87
"
Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,Rs. 999,4.2 out of 5 stars,"49,084","https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-88
"
Gear ModernEco5 21L Water Resistant School Bag/Backpack/College Bag for Men/Women - NavyBlue,Rs. 429,3.9 out of 5 stars,"2,396","https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-89
"
Half Moon 35 L Casual Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School with Rain Cover (Red),Rs. 699,4.0 out of 5 stars,194,"https://www.amazon.in/Half-Moon-Resistant-Laptop-Backpack/dp/B0983ZCQZ3/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-90
"
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),Rs. 699,3.9 out of 5 stars,"13,323","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfbXRmOjIwMDM1MTgyOTQ3Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26psc%3D1
"
Killer Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"Rs. 1,801",4.4 out of 5 stars,"10,651","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfbXRmOjIwMDIxNDI3OTc2NzA2OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07BVSSMQT%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26psc%3D1
"
"Dell Pro Laptop Briefcase Messenger Bag with Handle & Detachable Shoulder Strap | PO1520C - for upto 15.6"" Laptop/Macbook | 3-in-1 use | 4 Zippered Spacious pockets | Durable Polyester Padded Fabric, for Men & Women (Black)","Rs. 2,399",4.3 out of 5 stars,31,"https://www.amazon.in/Briefcase-Messenger-Detachable-Shoulder-PO1520C/dp/B0B6PF1L69/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-93
"
"Red Lemon Minimalist (Magna) Messenger Laptop Bag Waterproof Large Capacity Laptop Sleeve Handbag for Men and Women Notebook bag (Black) (14"")",Rs. 699,3.7 out of 5 stars,18,"https://www.amazon.in/Red-Lemon-Minimalist-Messenger-Waterproof/dp/B09M764GRJ/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-94
"
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,Rs. 299,3.9 out of 5 stars,"2,059","https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-95
"
"Artistix Business Class Series | Alpine Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)","Rs. 1,783",4.4 out of 5 stars,604,"https://www.amazon.in/Artistix-Alpine-Laptop-Backpack-Business/dp/B08SVV5HZY/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-96
"
Baggit Women's Sling bag (Olive),Rs. 809,3.9 out of 5 stars,74,"https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-97
"
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),Rs. 549,4.0 out of 5 stars,380,"https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-98
"
ZOUK Women's Messenger Bag (Beige),"Rs. 1,899",4.3 out of 5 stars,192,"https://www.amazon.in/Business-Shoulder-Leather-material-resistant/dp/B07MH9SL51/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-99
"
ASTRID Women's Round Sling Bag with Pompoms (Brown),Rs. 459,4.4 out of 5 stars,214,"https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1667055328&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-100
"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 1000),"Rs. 1,499",4.3 out of 5 stars,"7,291","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfYnRmOjIwMDMyNTY1MDQ2OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26psc%3D1%26smid%3DAGHKR430JFM4U
"
Aristocrat Classic 40L Unisex Brown Laptop Bags,"Rs. 1,511",5.0 out of 5 stars,3,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTI0ODY3NzQ2ODQ4OTM1OjE2NjcwNTUzMjg6c3BfYnRmOjIwMDg0NDY3OTY1Mzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FAristocrat-Classic-Unisex-Brown-Laptop%2Fdp%2FB0B5YFHC1D%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055328%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26psc%3D1
"
HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),Rs. 841,4.1 out of 5 stars,"6,281","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NDkzOTgwOTk0ODQzOjE2NjcwNTUzMjk6c3BfYXRmX25leHQ6MjAwNDY0Njc3NDk1OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FHEROZ-Backpack-Resistant-Notebook-Airforce%2Fdp%2FB07MCRHSVP%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055329%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26psc%3D1
"
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"Rs. 1,358",4.2 out of 5 stars,"1,268","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NDkzOTgwOTk0ODQzOjE2NjcwNTUzMjk6c3BfYXRmX25leHQ6MjAwNDE2OTU2NzYzMDY6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB08D7DTWLF%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055329%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26psc%3D1
"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,Rs. 849,3.9 out of 5 stars,"1,277","https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B0BJ32LQ6X/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-99
"
"Arctic Hunter Slim Laptop Backpack Fit 15.6 Inch Business Travel Bag with Luggage Strap, Water Resistant Backpack for Men & Woman","Rs. 2,799",4.3 out of 5 stars,66,"https://www.amazon.in/Backpack-Business-Computer-Luggage-Resistant/dp/B084LBMKMT/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-100
"
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (Grey) 1 Year Warranty,"Rs. 2,499",4.4 out of 5 stars,"5,967","https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-101
"
Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,Rs. 806,4.0 out of 5 stars,98,"https://www.amazon.in/Leather-World-Trekking-Backpack-Compartment/dp/B0837TDP66/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-102
"
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","Rs. 1,500",4.4 out of 5 stars,43,"https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-103
"
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","Rs. 1,899",4.3 out of 5 stars,329,"https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-104
"
"POLESTAR Enzo 35 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",Rs. 719,4.2 out of 5 stars,"3,401","https://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-105
"
Wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue,Rs. 314,4.0 out of 5 stars,491,"https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-106
"
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),Rs. 699,3.9 out of 5 stars,"13,323","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NDkzOTgwOTk0ODQzOjE2NjcwNTUzMjk6c3BfbXRmOjIwMDM1MTgyOTQ3Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055329%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26psc%3D1
"
Killer Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"Rs. 1,801",4.4 out of 5 stars,"10,651","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NDkzOTgwOTk0ODQzOjE2NjcwNTUzMjk6c3BfbXRmOjIwMDIxNDI3OTc2NzA2OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07BVSSMQT%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055329%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26psc%3D1
"
Okami Wolf ZenPack LITE Laptop Messenger Bag with USB Fast Charger,"Rs. 2,899",4.5 out of 5 stars,199,"https://www.amazon.in/Okami-Wolf-ZenPack-Unisex-adult-Charging/dp/B09PRH27MV/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-109
"
Caprese Women's Tote Bag (Brown),"Rs. 1,099",4.3 out of 5 stars,76,"https://www.amazon.in/Caprese-Womens-Tote-bag-Brown/dp/B09FT3MW7L/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-110
"
"HOT DELIVERY BAGS Insulated and Waterproof Door Hanging Bag for Milk Sachets and Bottles Storage, Durable and Light Weight (Sea Green)",Rs. 519,4.5 out of 5 stars,203,"https://www.amazon.in/HOT-DELIVERY-BAG-Insulated-waterproof/dp/B08VJ4VWGZ/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-111
"
"Dyazo Slim Water Resistant Laptop Bag/Briefcase Compatible for Lenovo, Dell, Aser, HP, Ultrabook,11.6"" | 13.3 Inch | 15 Inc | 15.6 Inches Business Office Bag with Strap Women – Men (Grey)",Rs. 828,3.8 out of 5 stars,552,"https://www.amazon.in/Dyazo-Resistant-Laptop-Protection-Professional/dp/B08W68Q6DL/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-112
"
"NISUN Stylish Nylon Small 7 Zipper Multi Pocket Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag With Adjustable Straps For Men Women (Black & Grey,21x27x10.5 cm)",Rs. 599,4.0 out of 5 stars,220,"https://www.amazon.in/NISUN-Zipper-Sling-Black-Grey/dp/B09BZNTFLX/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-113
"
"POLESTAR Noble 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",Rs. 679,4.0 out of 5 stars,"16,654","https://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-114
"
Amazon Basics - Casual 21L  Laptop Backpack,Rs. 699,4.5 out of 5 stars,15,"https://www.amazon.in/Amazon-Basics-Casual-Laptop-Backpack/dp/B09W4X977X/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-115
"
Half Moon 34 L Casual Waterproof 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (Navy Blue),Rs. 699,3.8 out of 5 stars,156,"https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B08XVRVTV5/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1667055329&qu=eyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 1000),"Rs. 1,499",4.3 out of 5 stars,"7,291","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjM1NDkzOTgwOTk0ODQzOjE2NjcwNTUzMjk6c3BfYnRmOjIwMDMyNTY1MDQ2OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1667055329%26qu%3DeyJxc2MiOiI4LjAzIiwicXNhIjoiOC4wNSIsInFzcCI6IjYuNzUifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26psc%3D1%26smid%3DAGHKR430JFM4U
"
